repo_name,is_git,license_type,first_commit_date,last_commit_date,loc_code,loc_comment,loc_blank,loc_files,lang_count,languages,languages_frontend,languages_backend,commits,contributors,all_contributors_count,all_contributors,branch_count,meaningful_commit_count,development_span_months,commits_per_month,git_history_intact,tokens_llm,lexical_token,duplication_weighted_percent,code_complexity,ai_detection_percent,frameworks,framework_frontend,framework_backend,databases_used,third_party_apis,setup_guidelines,security_findings,documentation_quality,repo_rating_score,repo_rating_label,languages_percentage_bytes(>5%),frameworks_percentage_bytes(>5%),total_time_seconds,total_pr_count,open_pr_count,closed_pr_count,merged_pr_count,github_pr_analysis_available
Data Test,False,,,,3335,259,585,1,1,Python,,Python,0,0,0,,0,0,0,0 commits/mo,False,40470,38964,0.0%,High,10.0%,,,,MongoDB | MySQL | PostgreSQL | Redis,,Present,Clean,High,1.17,Poor,Python (100.0%),None Detected,13.86,0,0,0,0,False
