repo_name,lexical_token,framework_frontend,framework_backend,languages_frontend,languages_backend,language_framework_details,domain_industry,commercial_usage_summary,security_scrubbing_confirmation,full_git_history,repo_rating_score,first_commit_date,last_commit_date,languages_percentage_bytes(>5%),frameworks_percentage_bytes(>5%),development_span_months,commits_per_month,unique_contributors,all_contributors_count,all_contributors,total_pr_count,open_pr_count,closed_pr_count,merged_pr_count,github_pr_analysis_available
Data Test,38964,,,,Python,,Unknown,Restrictive,Clean,False,1.17,,,Python (100.0%),None Detected,0,0 commits/mo,0,0,,0,0,0,0,False
